mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error;orden_postulantes
2870063;22672;40100032;7083
2877232;22195;11100032;6256
2878042;12602;11100033;1299
2878547;13587;50100033;2207
2878931;7629;13100033;3617
2884277;969;40100032;6804
2886471;2330;11100033;6443
2886811;22397;13100031;3137
2887852;15726;40100031;8373
2888386;8438;81100033;4880
2889322;11287;13100033;3576
2891247;134;11100031;1111
2895848;708;50100033;2865
2898000;13532;40100032;7119
2902896;2570;40100031;7463
2908685;536;40100031;8639
2917960;2625;13100033;735
2920102;8436;71100033;3387
2924768;40194;71100033;6251
2928842;7592;11100033;1879
2933696;12719;40100033;6914
2936275;7772;13100033;4462
2936678;8425;13100033;4780
2940460;40298;11100032;1618
2950765;2120;40100032;8529
2953783;516;13100033;3856
2955225;15646;11100031;1147
2956301;13612;50100031;2553
2959509;15840;13100033;5077
2960039;11265;13100033;3326
2962293;40043;11100032;1487
2970488;8306;11100033;1801
2976252;2151;50100031;2633
2984587;13342;40100032;8732
2985429;1014;40100033;5314
2985876;2601;11100033;592
3001745;112;50100032;23
3002041;12747;11100033;5684
3003180;8444;81100033;5636
3003455;7328;13100033;4012
3004370;2530;13100033;4602
3006039;7507;11100033;902
3012769;2174;50100031;2870
3014525;11687;11100033;1814
3021608;539;11100031;5547
3022410;22356;11100033;731
3022959;16766;11100033;682
3024402;40080;13100033;3391
3025754;15622;71100033;6249
3034315;525;50100033;1066
3038746;534;40100033;7997
3039507;2427;50100031;2313
3041245;2422;13100033;5188
3044316;2457;50100031;3097
3046283;7958;11100033;1088
3047337;8429;13100033;4754
3051591;40298;40100032;8527
3054082;971;40100013;6961
3055993;12715;50100033;1938
3060072;12579;11100033;6446
3060243;8438;41100033;1895
3064622;519;71100033;5896
3067732;2136;11100033;2469
3067832;7630;71100013;5898
3071166;2428;40100031;1281
3071262;12634;50100031;1636
3073808;13503;13100033;3729
3075263;969;40100031;7792
3076160;15812;50100031;3615
3078013;13504;13100033;4149
3078892;22229;40100033;8630
3088959;31221;11100033;82
3090514;13350;40100031;7846
3093170;31218;50100032;5948
3093842;2234;50100033;4053
3097001;7441;11100033;916
3112114;8422;40100012;8362
3117028;12519;40100032;8076
3117055;15646;13100033;2659
3118047;7477;40100033;8506
3122537;8329;11100033;1577
3131496;7396;40100033;7841
3132133;2173;13100033;3944
3132695;8108;50100033;2809
3141894;527;40100033;7548
3146409;12726;11100033;1883
3153480;22397;13100031;3422
3159726;8483;13100033;4139
3160412;8256;40100033;6954
3162292;706;71100033;5661
3163229;12634;11100031;5794
3165266;22236;71100033;6277
3166249;2330;11100033;1207
3167854;31198;40100031;8458
3168032;2249;50100031;5357
3169145;646;11100032;284
3172153;721;71100033;5652
3173106;11147;50100031;2875
3177823;13417;71100033;5457
3178562;12655;13100033;3661
3181256;22175;40100033;7283
3183196;15806;50100031;1183
3186616;13333;13100033;3886
3188190;2681;13100031;4482
3188511;8429;43100033;2165
3190429;8444;71100033;6200
3197276;8483;40100032;2421
3198112;24300;13100033;4120
3198766;13551;40100032;7024
3202523;2551;13100031;3861
3202651;7641;11100033;2046
3206402;15596;13100033;3692
3213859;646;11100032;918
3214876;13559;50100031;1191
3215279;12719;13100033;5278
3221551;8479;40100033;8024
3221640;2461;40100032;7467
3236673;8457;36103713;2163
3239403;13586;40100032;5410
3247127;12747;11100033;1434
3249308;13582;13100033;2707
3252577;7331;13100033;4723
3255266;13621;13100033;5170
3257243;13405;50100031;4352
3257370;2292;50100031;2258
3257660;8331;11100033;522
3261417;22640;40100032;8162
3263398;852;40100031;6698
3271220;516;13100033;5137
3272001;15522;11100032;114
3274595;2406;13100033;4743
3275048;15840;13100033;5114
3275317;2378;13100033;4303
3278607;2559;50100031;5018
3283379;2417;40100031;8295
3284434;2289;11100033;1684
3288573;535;71100033;5345
3289750;2553;11100033;6542
3292844;22175;11100033;537
3296383;7634;11100033;6488
3297475;2469;71100033;6117
3300455;2138;40100033;8598
3301675;8483;11100033;586
3302672;8415;61100033;6577
3305382;2112;71100031;5535
3309937;1048;13100033;3061
3310562;8454;50100022;4826
3310907;12719;11100033;752
3313490;620;40100031;5593
3314290;714;11100033;499
3316977;13587;11100033;628
3317973;13587;11100033;1233
3322740;22265;11100033;2053
3325631;40256;50100032;6138
3333726;8433;11100033;2262
3337182;518;13100013;4809
3338843;11287;13100033;4645
3339256;12519;40100032;9001
3339422;2122;11100031;755
3347037;772;17104133;4874
3350644;2136;71100033;394
3352479;2612;13100033;3411
3360457;22380;40100033;7659
3366302;40234;40100032;212
3373452;661;11100033;1619
3374847;12511;50100031;4359
3375375;7331;13100033;4050
3378353;2286;50100031;562
3378484;22697;40100032;8167
3382371;22255;50100031;5823
3383020;7349;40100033;7627
3383500;2283;13100033;4269
3394035;40078;71100033;6007
3400003;8438;21100033;3521
3401050;7644;40100031;7825
3402422;22688;50100033;5209
3403334;40416;40100032;7247
3404436;2457;71100031;6164
3407186;2406;13100033;3653
3408158;13475;71100033;4314
3411707;2458;11100033;1595
3414163;522;11100013;181
3416698;7629;13100033;4790
3424504;13621;13100033;4384
3428515;616;11100033;6568
3431732;7459;40100031;7391
3436977;40416;40100032;8702
3437215;7706;40100032;7586
3442596;7333;11100033;863
3443061;1020;40100033;8100
3444247;13612;50100031;6301
3446388;772;17104133;3103
3446585;114;11100033;6398
3447928;15589;11100032;1804
3457977;2224;11100033;204
3463621;12757;50100032;2455
3465347;11287;13100033;2765
3466499;13620;40100032;8951
3467309;536;11100033;263
3468053;22692;11100033;5628
3471120;131;13100031;2608
3474273;40268;40100032;8108
3477475;13593;40100033;8743
3478363;2612;71100033;6107
3480459;8435;11100033;6596
3481046;8206;40100033;9129
3481344;2160;11100033;1329
3482672;7706;40100032;7262
3483458;2626;40100032;8278
3483638;971;40100013;7630
3492604;22130;50100033;556
3495576;2523;40100031;7888
3497455;15755;11100031;6205
3498444;13612;71100033;5420
3498518;2171;40100031;7229
3501777;15750;13100033;2934
3502184;516;13100033;4469
3503382;2134;13100033;3885
3505203;8256;50100033;2132
3506137;2123;13100033;3035
3509707;8454;61100023;1
3511457;7505;13100033;2566
3511980;2553;11100033;366
3514048;40025;11100033;5069
3515053;13394;71100033;5168
3516559;8325;50100032;6724
3517995;658;11100033;248
3527961;2165;71100033;6127
3528195;710;40100033;8635
3529436;2112;11100032;613
3531780;7535;50100031;3090
3533672;40416;40100032;8312
3535995;523;50100033;22
3537485;22628;50100031;4577
3539042;8449;40100033;3212
3540376;40073;11100033;195
3540482;8435;41100033;1257
3541909;12683;11100032;754
3550662;616;40100033;8017
3551371;12652;71100031;6017
3552777;646;11100032;354
3554910;15812;11100033;1243
3558475;2151;50100031;2377
3564468;2126;11100033;6580
3565848;7629;13100033;4669
3566082;40073;11100033;6445
3567571;8422;21100013;2167
3569425;13532;50100031;2056
3575082;8434;40100033;8113
3578259;8053;40100033;8742
3585069;2457;71100031;7006
3585800;12594;50100032;2737
3586269;7720;13100033;2446
3586657;2432;50100031;3472
3590520;22688;50100033;2872
3591764;13331;50100032;2942
3598673;13342;40100032;7431
3599244;40422;40100033;7226
3600897;12602;13100033;2854
3600971;845;13100033;5181
3601120;2428;40100031;8456
3601442;12757;40100032;6723
3603468;15750;40100032;7642
3606969;2111;13100033;2498
3612429;11277;11100033;6361
3614925;2456;50100032;5955
3621597;7706;11100033;5790
3628907;10905;40100033;8096
3633625;40320;71100033;5982
3637787;7397;40100032;7796
3659901;2412;50100033;6597
3663096;2121;11100012;2091
3664818;7349;40100033;3004
3665184;13303;40100031;7249
3668121;13559;40100031;3011
3670617;2447;13100033;4188
3671203;22493;11100033;53
3676521;119;11100033;698
3677446;13469;50100031;2220
3681327;534;11100033;1091
3687341;2455;71100031;4504
3690665;15840;13100033;4519
3691519;15595;40100032;8780
3695006;618;71100033;6271
3695647;2530;13100033;3788
3698258;22418;11100033;172
3700390;8441;40100033;8184
3704656;2444;13100033;4841
3706155;12579;11100033;1811
3709543;2612;13100033;4964
3717545;12551;13100033;2889
3717727;7772;13100033;5054
3727291;40298;71100033;3864
3729900;40144;50100031;461
3730470;12534;71100033;5463
3736034;665;13100033;3036
3736730;8421;50100031;2045
3737775;7959;11100033;5882
3752963;2164;13100031;3747
3758265;2114;50100011;778
3763691;8454;71100023;5612
3763848;7720;13100033;4478
3765461;2579;40100032;8006
3765791;8421;40100031;8987
3773451;8421;40100031;8764
3773673;11265;13100033;3065
3776879;8323;40100033;8111
3777692;2461;40100032;6843
3780819;2179;40100032;8011
3780820;2412;40100033;8013
3781500;2330;11100033;3
3782034;1036;40100033;7254
3782298;7331;13100033;4882
3786646;24313;61100033;25
3788368;22686;11100033;1120
3790456;8241;40100031;9055
3794744;22493;11100033;1819
3796025;710;50100033;1371
3800705;187;40100033;7277
3801817;972;11100031;6648
3805585;113;40100031;7543
3807866;13341;11100033;6536
3813938;7628;13100013;3594
3819669;15840;13100033;4591
3825204;525;50100033;673
3828687;7626;13100033;3863
3830808;2575;40100033;7761
3834463;2579;40100032;8597
3835455;40295;13100033;3480
3838081;707;11100011;6034
3838201;22535;50100033;2946
3839151;7834;11100033;2268
3839607;40298;11100032;6673
3844665;15622;50100031;2000
3845792;22265;50100033;1753
3846078;616;11100033;199
3847007;15650;11100032;1531
3848430;15840;13100033;3680
3849304;13545;11100033;919
3850001;12747;13100033;2252
3854666;522;11100013;1345
3854888;2129;71100031;5418
3859731;111;50100033;779
3865658;8417;50100033;1269
3871316;10905;40100033;7734
3871610;7638;11100033;1708
3874444;721;50100031;1073
3876475;103;71100033;2615
3876491;13442;71100033;5713
3877418;7385;50100031;3401
3877648;2163;13100031;4868
3879359;117;50100031;661
3882663;13331;40100032;8427
3883711;2457;11100031;1768
3896145;527;40100033;7129
3899291;620;40100031;7850
3900054;11242;71100033;5858
3903077;646;11100032;375
3906704;13342;40100032;6601
3907125;2286;50100031;2173
3908087;7331;13100033;4201
3913857;8439;50100032;2585
3917409;8483;40100032;7347
3918374;12579;11100033;417
3919313;562;50100033;1505
3919321;2319;13100033;4784
3921019;24311;11100032;1128
3923175;8439;50100032;2552
3923307;539;11100031;703
3926928;13463;50100031;3293
3933293;7958;40100032;7348
3934956;40043;11100032;6507
3935107;13457;40100032;8888
3935442;969;40100032;7547
3939460;2233;13100031;3450
3943841;22355;40100033;8920
3944483;11265;11100032;1573
3949614;2232;40100031;7438
3951204;40298;13100033;3994
3953601;13376;40100032;8902
3954225;15720;13100033;4853
3954738;15859;50100031;5686
3961266;12602;40100033;6761
3964252;2428;50100031;784
3965542;2153;11100031;6693
3967441;2183;50100031;3610
3967833;13632;50100031;2042
3968950;15643;11100031;5883
3969302;2579;40100032;7837
3972961;22523;13100033;3218
3975343;7671;40100033;7231
3976717;22380;40100033;8642
3976854;12655;13100033;4416
3977562;2283;13100033;3780
3979642;2233;13100031;3995
3980951;2121;11100012;5756
3982962;13331;50100032;5482
3985946;7724;13100033;2676
3986614;129;11100032;647
3987903;16766;11100033;6675
3987949;13621;50100031;2367
3991086;2348;11100033;415
3992025;15811;40100031;8646
3997406;7834;11100033;1820
3997774;15646;13100033;4072
3999442;22265;40100033;6990
4001028;2114;40100011;7211
4002561;2330;11100033;677
4007953;8415;41100033;1519
4022050;22022;13100033;4590
4023578;7331;13100033;3532
4024100;13461;13100031;5189
4025739;615;40100033;2030
4027095;15646;11100031;186
4028558;15724;71100033;3257
4029227;714;50100033;5845
4032007;530;11100033;1106
4034940;24329;33100023;2838
4035857;11265;13100033;4468
4039144;11265;71100033;6399
4043331;7354;40100031;8564
4049241;11261;40100031;9068
4053018;578;13100033;3448
4054871;8113;71100033;6400
4055340;646;11100032;989
4056775;12747;11100033;5762
4059411;2387;40100031;7334
4059800;13629;50100031;6269
4060121;13637;50100031;2413
4062842;22113;13100033;9142
4070024;20564;40100031;8943
4070277;22493;71100033;6196
4070613;8427;13100033;4878
4072578;2635;13100033;3693
4074421;22249;50100031;1173
4077351;7631;71100033;3066
4078617;22019;71100033;5973
4079145;2151;50100031;2310
4080211;721;71100033;5921
4087972;2664;40100032;8388
4088243;8434;11100033;40
4088731;7740;40100033;7365
4089317;8437;40100033;7217
4089344;2612;13100033;3956
4094757;8483;40100032;7301
4097651;13620;40100032;3003
4098655;15676;40100033;2096
4098888;8256;11100033;1159
4104349;2134;13100033;3226
4105772;7758;11100033;2060
4108297;2112;11100032;210
4108560;24334;40100032;1359
4110750;13504;40100033;9019
4110937;2457;11100031;1078
4111891;13538;40100032;8746
4116868;15583;13100033;4548
4121072;12691;40100032;8653
4127081;527;40100033;8163
4128144;2247;11100033;1651
4128537;15570;11100033;5942
4142588;8174;13100033;4141
4149302;7422;11100033;6364
4149511;7958;11100033;1581
4150522;20376;40100031;8674
4158998;8430;13100033;2858
4159748;711;11100033;1477
4159784;11139;13100033;4639
4164641;12747;13100033;4898
4165496;8441;40100033;7025
4166301;22553;13100033;4710
4168395;22664;13100033;5142
4171725;1049;40100033;8616
4178912;2412;11100033;618
4188474;7664;50100033;1988
4197668;8434;40100033;6978
4198767;2209;11100033;6696
4200194;2289;50100031;865
4200407;13463;40100031;6991
4201166;2120;40100032;8999
4201628;15643;11100031;1893
4202057;1049;40100033;7144
4203103;11265;13100033;3075
4203516;22461;13100033;3138
4207384;2285;13100033;4273
4207402;2134;13100033;2575
4208183;12604;71100033;5899
4210316;7505;13100033;2200
4214690;24334;40100032;9027
4218640;12632;50100033;869
4218768;31194;40100031;7633
4219003;11678;23100033;2397
4219264;2320;40100031;8034
4223001;535;11100033;1308
4226917;15515;50100031;4279
4228942;22523;13100033;4635
4228976;2121;11100012;808
4231958;2553;40100032;6850
4233562;15726;40100031;7370
4235579;12726;50100033;327
4236296;2457;40100031;7292
4237043;8417;21100033;5551
4237115;2636;40100031;8824
4238594;15646;13100033;2855
4239450;22397;13100031;2579
4239883;187;50100033;1635
4239918;12683;11100032;1056
4250642;517;71100033;6076
4253486;522;11100013;1548
4258062;2112;11100032;516
4258232;2412;11100033;2464
4258395;40455;13100033;4993
4259278;40422;40100033;7090
4259860;2523;40100031;6911
4260937;40298;50100032;2747
4265976;7975;50100031;2086
4270931;15646;50100031;2699
4271799;10905;11100033;6672
4278056;706;71100033;5619
4284584;22494;13100033;3547
4285534;2457;50100031;2598
4293179;2625;13100033;3759
4294294;40298;40100032;7180
4295768;111;11100033;794
4297860;523;71100033;5575
4299296;7626;13100033;3726
4302881;2111;13100033;3172
4303824;15596;40100033;8797
4304829;13621;13100033;5177
4305297;2491;71100033;2849
4308538;12655;11100033;59
4311367;613;50100031;2010
4313314;2283;13100033;4481
4313658;16895;31100033;9175
4313861;2625;13100033;3116
4315019;643;40100031;7581
4315118;12719;11100033;4
4316622;7639;11100031;194
4318809;117;50100031;5262
4324897;22688;40100033;7382
4325907;24329;13100023;4473
4329521;2553;11100033;8853
4329588;20376;13100033;4854
4330435;24334;40100031;6989
4335576;40319;40100033;219
4335642;2124;13100033;2709
4336739;22255;50100031;2436
4339701;22176;40100033;7501
4344869;15720;13100033;3548
4344915;2115;40100031;8791
4346861;2268;40100031;7267
4349022;11139;13100033;3973
4349181;7333;11100033;6085
4351768;7543;40100031;7640
4353436;13532;50100031;4354
4357256;22027;13100033;4164
4358646;8004;40100032;5693
4361885;2155;71100033;5771
4362701;12704;40100032;7968
4362723;530;11100033;488
4367676;7339;40100033;7779
4367761;617;40100033;7546
4369307;12757;40100032;7957
4369614;15811;40100031;2948
4371528;11147;40100032;7510
4376609;8452;11100031;5656
4380744;123;71100031;5392
4384062;8430;36103833;2576
4384799;7959;71100033;5965
4392623;2416;71100033;5814
4396047;7722;50100033;5570
4396875;13376;40100032;6768
4399333;22535;50100033;5583
4399444;8162;13100033;3053
4400168;629;13100033;2825
4402164;845;13100033;4441
4402940;647;11100032;6047
4404892;129;40100032;7812
4405688;2134;13100033;3535
4406500;7706;11100033;96
4406950;7336;11100033;757
4407316;24316;23100033;2445
4410748;40343;40100031;8361
4416280;2528;50100031;462
4416901;516;13100033;3170
4418422;7720;13100033;2679
4418514;7628;13100013;4410
4420881;7505;13100033;3949
4429983;665;13100033;4917
4444759;40298;50100032;2285
4449386;13632;50100031;3325
4450814;2457;11100031;826
4455266;22612;11100033;431
4455781;8444;31100033;2266
4463663;7772;13100033;3556
4465447;7631;40100032;8879
4466315;12655;71100033;5382
4466589;7637;40100031;8714
4467381;2409;40100031;7877
4473155;7629;13100033;3317
4474168;12704;40100032;9023
4483913;112;11100032;6511
4484321;40208;71100033;5397
4487580;7632;11100033;253
4489776;15793;40100032;7934
4492506;13538;50100031;32
4492756;517;71100033;6011
4498021;22461;13100033;4397
4500557;40006;71100033;5625
4504257;2654;11100033;6448
4508756;22472;40100031;2417
4509772;2455;71100031;5903
4513186;968;13100033;3311
4525422;7907;71100033;5390
4527976;11277;11100033;1049
4530378;12655;13100033;2990
4535847;15844;50100031;5464
4543643;7643;40100032;6148
4545188;1036;13100033;2988
4545466;7630;50100012;2555
4547592;198;40100033;8263
4550758;8444;50100032;1741
4552981;7654;40100033;8478
4556894;7505;13100033;2688
4558291;123;11100031;6032
4559234;8004;40100032;7399
4560524;13582;13100033;3534
4561303;2590;11100033;645
4561635;13342;40100032;8996
4561906;13621;50100031;5324
4563896;7412;11100033;1670
4572758;753;40100033;8311
4576090;16766;40100032;8133
4580190;7334;50100032;2058
4595914;24329;13100023;3565
4596449;2415;50100031;2519
