mrun;nivel;rbd_admitido;cod_ense_admitido;cod_grado_admitido;respuesta_postulante;rbd_admitido_post_resp;cod_ense_admitido_post_resp;cod_grado_admitido_post_resp
17167175;-1;8454;10;4;5;8454;10;4
17171344;9;24319;310;1;3;24319;310;1
17179243;9;8425;310;1;6;8454;310;1
17188065;0;24313;10;5;5;24313;10;5
17194601;9;8429;310;1;5;8429;310;1
17206914;9;8474;310;1;5;8474;310;1
17207532;-1;8437;10;4;3;8437;10;4
17208289;9;8411;310;1;3;8411;310;1
17233268;9;24316;310;1;5;24316;310;1
17235737;9;8424;310;1;3;8424;310;1
17240860;7;8424;110;7;3;8424;110;7
17246295;7;8424;110;7;5;8424;110;7
17246709;0;8412;10;5;5;8412;10;5
17257011;9;8427;310;1;5;8427;310;1
17278598;-1;24313;10;4;7; ; ; 
17280655;1;24319;110;1;3;24319;110;1
17282014;0;8444;10;5;5;8444;10;5
17288274;7;8412;110;7;3;8412;110;7
17295838;9;8454;310;1;5;8454;310;1
17296247;9;8424;310;1;5;8424;310;1
17297456;9;8425;310;1;3;8425;310;1
17299683;-1;24338;10;4;5;24338;10;4
17301329;0;8442;10;5;3;8442;10;5
17302231;9;8429;310;1;6;8429;310;1
17312421;1;24313;110;1;5;24313;110;1
17312470;0;8454;10;5;5;8454;10;5
17319571;0;8434;10;5;5;8434;10;5
17327607;9;24327;310;1;5;24327;310;1
17332355;1;24327;110;1;7; ; ; 
17332690;-1;11680;10;4;3;11680;10;4
17336442;1;8438;110;1;4; ; ; 
17336500;9;8424;310;1;3;8424;310;1
17346928;9;8424;310;1;5;8424;310;1
17353232;0;8475;10;5;5;8475;10;5
17360430;-1;24307;10;4;3;24307;10;4
17361759;1;24327;110;1;5;24327;110;1
17398594;0;8442;10;5;3;8442;10;5
17406863;-1;8435;10;4;3;8435;10;4
17409210;9;24329;310;1;5;24329;310;1
17410215;9;8474;310;1;5;8474;310;1
17411764;9;8425;310;1;5;8425;310;1
17414567;0;8413;10;5;7;8422;10;5
17422378;9;8425;310;1;5;8425;310;1
17431301;9;8424;310;1;6;8424;310;1
17435915;-1;8435;10;4;3;8435;10;4
17444076;9;8427;310;1;4; ; ; 
17445300;0;24313;10;5;4; ; ; 
17445378;1;8444;110;1;5;8444;110;1
17452212;-1;24302;10;4;5;24302;10;4
17455299;1;24319;110;1;3;24319;110;1
17465530;9;8427;310;1;5;8427;310;1
17471760;1;24325;110;1;5;24325;110;1
17495062;9;8411;310;1;3;8411;310;1
17497685;1;24327;110;1;5;24327;110;1
17499445;-1;8441;10;4;5;8441;10;4
17502496;-1;8458;10;4;3;8458;10;4
17502748;9;8430;310;1;4; ; ; 
17504739;9;8427;310;1;4; ; ; 
17512342;0;8454;10;5;5;8454;10;5
17525131;-1;8422;10;4;5;8422;10;4
17533338;-1;24334;10;4;6;24305;10;4
17534469;0;24302;10;5;3;24302;10;5
17538432;0;8413;10;5;5;8413;10;5
17548471;0;8412;10;5;5;8412;10;5
17573303;0;24305;10;5;3;24305;10;5
17583292;0;8438;10;5;5;8438;10;5
17584141;1;24307;110;1;5;24307;110;1
17588434;-1;8442;10;4;5;8442;10;4
17627534;-1;8439;10;4;7; ; ; 
17628295;1;24327;110;1;5;24327;110;1
17634271;9;8427;310;1;7; ; ; 
17650516;1;24319;110;1;4; ; ; 
17652097;7;8454;110;7;5;8454;110;7
17668457;9;8424;310;1;5;8424;310;1
17669849;0;8475;10;5;5;8475;10;5
17674684;7;8437;110;7;4; ; ; 
17679907;0;8475;10;5;5;8475;10;5
17695265;0;8457;10;5;5;8457;10;5
17700868;-1;24334;10;4;5;24334;10;4
17701388;9;11678;310;1;5;11678;310;1
17705567;0;8433;10;5;4; ; ; 
17731090;9;8411;310;1;3;8411;310;1
17756688;9;24316;310;1;5;24316;310;1
17759442;1;8454;110;1;5;8454;110;1
17762408;0;8454;10;5;5;8454;10;5
17774922;9;8474;310;1;5;8474;310;1
17781175;9;8425;310;1;3;8425;310;1
17781290;-1;24313;10;4;5;24313;10;4
17782279;-1;8457;10;4;3;8457;10;4
17785490;0;8435;10;5;3;8435;10;5
17787519;9;24327;310;1;5;24327;310;1
17795108;-1;24307;10;4;5;24307;10;4
17800830;0;11680;10;5;5;11680;10;5
17822565;9;8427;310;1;3;8427;310;1
17830193;-1;8458;10;4;5;8458;10;4
17832721;9;24316;310;1;5;24316;310;1
17837463;9;24329;310;1;5;24329;310;1
17855763;9;8429;310;1;5;8429;310;1
17856034;0;8444;10;5;5;8444;10;5
17856917;-1;8442;10;4;3;8442;10;4
17873679;-1;24302;10;4;4; ; ; 
17892847;-1;24305;10;4;5;24305;10;4
17895949;9;8425;310;1;5;8425;310;1
17901143;9;8424;310;1;5;8424;310;1
17914002;7;8454;110;7;5;8454;110;7
17926080;1;8457;110;1;3;8457;110;1
17935016;0;8442;10;5;7; ; ; 
17942472;1;24302;110;1;5;24302;110;1
17949334;9;8474;310;1;5;8474;310;1
17955023;9;8411;310;1;3;8411;310;1
17973157;-1;24329;10;4;5;24329;10;4
17981273;-1;8439;10;4;5;8439;10;4
17982173;-1;8454;10;4;5;8454;10;4
18023300;-1;8437;10;4;5;8437;10;4
18023375;0;8455;10;5;5;8455;10;5
18031027;-1;24317;10;4;3;24317;10;4
18048679;0;8457;10;5;5;8457;10;5
18050705;0;8455;10;5;5;8455;10;5
18056065;1;24307;110;1;5;24307;110;1
18056193;-1;8412;10;4;5;8412;10;4
18059923;1;24319;110;1;5;24319;110;1
18074637;9;8454;310;1;5;8454;310;1
18082123;0;8434;10;5;5;8434;10;5
18083916;-1;8433;10;4;7; ; ; 
18087559;-1;8417;10;4;5;8417;10;4
18093026;9;8424;310;1;5;8424;310;1
18097963;-1;8458;10;4;5;8458;10;4
18098500;0;8458;10;5;5;8458;10;5
18125728;9;8411;310;1;5;8411;310;1
18126090;1;8458;110;1;5;8458;110;1
18139079;-1;24305;10;4;5;24305;10;4
18139246;-1;24318;10;4;3;24318;10;4
18145606;9;8425;310;1;3;8425;310;1
18147989;1;8435;110;1;3;8435;110;1
18163498;-1;8433;10;4;7; ; ; 
18193896;-1;8458;10;4;3;8458;10;4
18198373;9;8474;310;1;3;8474;310;1
18199700;-1;8458;10;4;5;8458;10;4
18200187;9;24300;310;1;5;24300;310;1
18200336;-1;8437;10;4;5;8437;10;4
18208385;9;8425;310;1;4; ; ; 
18211665;-1;8441;10;4;5;8441;10;4
18220476;-1;24313;10;4;5;24313;10;4
18224948;0;8434;10;5;5;8434;10;5
18225574;0;8454;10;5;5;8454;10;5
18225763;9;8425;310;1;4; ; ; 
18230801;9;8457;310;1;5;8457;310;1
18236288;-1;24334;10;4;5;24334;10;4
18240043;1;8439;110;1;3;8439;110;1
18250897;-1;8450;10;4;5;8450;10;4
18262803;0;8475;10;5;5;8475;10;5
18263090;-1;8422;10;4;5;8422;10;4
18272687;0;8457;10;5;5;8457;10;5
18272770;-1;8439;10;4;5;8439;10;4
18277874;-1;24318;10;4;5;24318;10;4
18277955;7;8454;110;7;5;8454;110;7
18296260;-1;8454;10;4;5;8454;10;4
18297916;9;24300;310;1;5;24300;310;1
18306344;-1;8412;10;4;3;8412;10;4
18306345;-1;24305;10;4;5;24305;10;4
18315893;-1;8458;10;4;5;8458;10;4
18321624;-1;8457;10;4;5;8457;10;4
18332003;-1;8421;10;4;5;8421;10;4
18333394;1;8455;110;1;5;8455;110;1
18339537;-1;8441;10;4;5;8441;10;4
18350713;9;8429;310;1;5;8429;310;1
18357810;9;24316;310;1;5;24316;310;1
18360316;9;8425;310;1;3;8425;310;1
18360594;-1;8438;10;4;7;24311;10;4
18364180;9;8425;310;1;7; ; ; 
18364296;9;8427;310;1;5;8427;310;1
18364542;-1;24334;10;4;5;24334;10;4
18385285;-1;24317;10;4;5;24317;10;4
18389885;0;8455;10;5;5;8455;10;5
18401592;1;8433;110;1;5;8433;110;1
18419800;0;24311;10;5;3;24311;10;5
18429837;0;8454;10;5;5;8454;10;5
18433478;1;8458;110;1;3;8458;110;1
18437766;1;8475;110;1;5;8475;110;1
18469152;0;8442;10;5;3;8442;10;5
18472503;7;24327;110;7;5;24327;110;7
18489533;-1;8454;10;4;5;8454;10;4
18495860;9;8424;310;1;5;8424;310;1
18506103;-1;24313;10;4;3;24313;10;4
18509447;-1;24329;10;4;5;24329;10;4
18511764;-1;24329;10;4;3;24329;10;4
18517702;-1;11678;10;4;5;11678;10;4
18523225;0;24302;10;5;7; ; ; 
18528793;9;8429;310;1;4; ; ; 
18541003;1;8454;110;1;3;8454;110;1
18542856;-1;8449;10;4;5;8449;10;4
18543928;-1;8441;10;4;7;8458;10;4
18546781;9;8424;310;1;5;8424;310;1
18550721;0;8436;10;5;4; ; ; 
18551416;0;8457;10;5;5;8457;10;5
18561990;9;8424;310;1;5;8424;310;1
18569417;1;24313;110;1;3;24313;110;1
18576265;0;24311;10;5;3;24311;10;5
18577240;-1;24334;10;4;4; ; ; 
18586040;-1;11678;10;4;5;11678;10;4
18586333;9;8424;310;1;5;8424;310;1
18587915;9;24316;310;1;5;24316;310;1
18598087;-1;24318;10;4;5;24318;10;4
18599649;9;8424;310;1;3;8424;310;1
18602137;0;8444;10;5;5;8444;10;5
18624973;-1;8439;10;4;5;8439;10;4
18625054;-1;8433;10;4;7;8458;10;4
18626278;1;24327;110;1;5;24327;110;1
18627142;1;24327;110;1;5;24327;110;1
18638359;-1;24318;10;4;3;24318;10;4
18640816;-1;24305;10;4;5;24305;10;4
18653577;9;24300;310;1;5;24300;310;1
18656831;1;8455;110;1;5;8455;110;1
18659662;1;8441;110;1;6;8458;110;1
18662077;1;24319;110;1;5;24319;110;1
18670809;0;8442;10;5;5;8442;10;5
18673388;1;8417;110;1;3;8417;110;1
18675444;-1;24305;10;4;3;24305;10;4
18691823;9;24316;310;1;5;24316;310;1
18699813;-1;8439;10;4;3;8439;10;4
18700096;0;8458;10;5;5;8458;10;5
18705842;-1;8435;10;4;5;8435;10;4
18708032;9;24316;310;1;5;24316;310;1
18728746;-1;8421;10;4;5;8421;10;4
18731528;-1;8454;10;4;5;8454;10;4
18778108;0;8457;10;5;5;8457;10;5
18800045;1;24327;110;1;5;24327;110;1
18801365;-1;8438;10;4;3;8438;10;4
18809785;0;8444;10;5;3;8444;10;5
18814611;0;8421;10;5;5;8421;10;5
18824804;9;8429;310;1;5;8429;310;1
18826997;-1;24338;10;4;5;24338;10;4
18835762;-1;8483;10;4;5;8483;10;4
18838163;-1;24334;10;4;7;24307;10;4
18843946;-1;8442;10;4;5;8442;10;4
18854832;1;24319;110;1;4; ; ; 
18854883;-1;24317;10;4;3;24317;10;4
18866016;-1;24329;10;4;5;24329;10;4
18867069;0;24311;10;5;3;24311;10;5
18874615;-1;24313;10;4;5;24313;10;4
18878963;0;8444;10;5;5;8444;10;5
18879670;0;8444;10;5;5;8444;10;5
18880188;9;24319;310;1;6;24319;310;1
18886315;1;16895;110;1;5;16895;110;1
18888073;9;24327;310;1;5;24327;310;1
18901970;-1;8413;10;4;5;8413;10;4
18912860;1;8439;110;1;6;8439;110;1
18914475;1;8458;110;1;5;8458;110;1
18935151;0;8437;10;5;5;8437;10;5
18946000;-1;8435;10;4;4; ; ; 
18966659;-1;24307;10;4;5;24307;10;4
18967339;1;11678;110;1;5;11678;110;1
18976901;1;11678;110;1;7;24319;110;1
18983501;9;24300;310;1;5;24300;310;1
18996655;1;8436;110;1;5;8436;110;1
19004112;-1;8457;10;4;5;8457;10;4
19019823;9;8424;310;1;5;8424;310;1
19020585;7;8454;110;7;5;8454;110;7
19028400;-1;24305;10;4;5;24305;10;4
19030589;9;24316;310;1;4; ; ; 
19046650;1;8441;110;1;5;8441;110;1
19048273;9;8425;310;1;7;24316;310;1
19070225;9;8427;310;1;6;8454;310;1
19078816;-1;24307;10;4;5;24307;10;4
19084038;0;24329;10;5;5;24329;10;5
19089411;1;24311;110;1;6;24319;110;1
19100760;9;24316;310;1;3;24316;310;1
19102098;1;8433;110;1;4; ; ; 
19102327;-1;8421;10;4;5;8421;10;4
19111088;0;8437;10;5;7; ; ; 
19120317;-1;8442;10;4;5;8442;10;4
19122393;0;8435;10;5;7; ; ; 
19125388;9;24329;310;1;6;24329;310;1
19126418;0;11678;10;5;3;11678;10;5
19127387;9;8424;310;1;5;8424;310;1
19136847;9;24329;310;1;5;24329;310;1
19143717;-1;8437;10;4;5;8437;10;4
19162174;0;8458;10;5;4; ; ; 
19173591;9;8454;310;1;5;8454;310;1
19175326;1;24327;110;1;5;24327;110;1
19179269;-1;8457;10;4;5;8457;10;4
19195665;1;24327;110;1;5;24327;110;1
19210554;1;24327;110;1;4; ; ; 
19218935;-1;24318;10;4;5;24318;10;4
19220097;0;8434;10;5;3;8434;10;5
19226037;-1;11678;10;4;3;11678;10;4
19231306;0;8475;10;5;5;8475;10;5
19235985;9;8427;310;1;5;8427;310;1
19240590;-1;8434;10;4;3;8434;10;4
19242367;1;24329;110;1;5;24329;110;1
19248199;9;24300;310;1;5;24300;310;1
19249740;-1;24305;10;4;4; ; ; 
19255763;0;8439;10;5;3;8439;10;5
19262189;1;24319;110;1;3;24319;110;1
19266046;7;11678;110;7;4; ; ; 
19278091;-1;24338;10;4;5;24338;10;4
19281661;-1;8439;10;4;7; ; ; 
19308099;9;24316;310;1;5;24316;310;1
19315345;0;8437;10;5;6;24311;10;5
19333980;0;8457;10;5;5;8457;10;5
19336627;9;24316;310;1;4; ; ; 
19339967;1;8434;110;1;5;8434;110;1
19343123;-1;24318;10;4;5;24318;10;4
19351581;1;8455;110;1;5;8455;110;1
19369862;-1;8454;10;4;5;8454;10;4
19371542;-1;24329;10;4;5;24329;10;4
19372038;0;24313;10;5;5;24313;10;5
19380023;0;16895;10;5;5;16895;10;5
19387717;9;8454;310;1;5;8454;310;1
19402342;-1;24317;10;4;5;24317;10;4
19416054;1;8415;110;1;5;8415;110;1
19416935;9;8411;310;1;5;8411;310;1
19421593;-1;24318;10;4;5;24318;10;4
19421851;9;8457;310;1;5;8457;310;1
19427578;0;8448;10;5;5;8448;10;5
19429874;-1;11680;10;4;5;11680;10;4
19432599;9;8425;310;1;5;8425;310;1
19433312;9;8424;310;1;5;8424;310;1
19437992;1;24319;110;1;5;24319;110;1
19447009;0;8439;10;5;4; ; ; 
19447558;1;11678;110;1;5;11678;110;1
19453213;9;24327;310;1;5;24327;310;1
19461278;-1;24307;10;4;3;24307;10;4
19464701;1;8434;110;1;6;8434;110;1
19471606;-1;11680;10;4;5;11680;10;4
19475024;9;8424;310;1;5;8424;310;1
19485631;-1;8441;10;4;7; ; ; 
19517179;7;8442;110;7;5;8442;110;7
19539074;-1;8417;10;4;3;8417;10;4
19542437;0;24302;10;5;5;24302;10;5
19549650;9;24327;310;1;5;24327;310;1
19558469;9;8474;310;1;5;8474;310;1
19563086;7;11678;110;7;6;11678;110;7
19563782;0;8444;10;5;3;8444;10;5
19572754;9;8424;310;1;5;8424;310;1
19583790;0;8434;10;5;5;8434;10;5
19591253;-1;24338;10;4;3;24338;10;4
19601614;0;8441;10;5;6;8441;10;5
19608443;9;8411;310;1;5;8411;310;1
19622988;0;8458;10;5;5;8458;10;5
19625682;0;8439;10;5;3;8439;10;5
19636870;1;24319;110;1;5;24319;110;1
19639869;9;24329;310;1;6;24329;310;1
19656048;9;24300;310;1;5;24300;310;1
19664643;0;8458;10;5;5;8458;10;5
19665733;1;8438;110;1;3;8438;110;1
19673647;1;24327;110;1;5;24327;110;1
19677459;9;24316;310;1;5;24316;310;1
19690693;-1;8454;10;4;5;8454;10;4
19696586;9;8425;310;1;5;8425;310;1
19699365;-1;8442;10;4;5;8442;10;4
19712271;9;24300;310;1;5;24300;310;1
19720256;0;8444;10;5;5;8444;10;5
19721374;9;8411;310;1;5;8411;310;1
19732182;9;8429;310;1;5;8429;310;1
19750023;0;24313;10;5;5;24313;10;5
19753450;9;8424;310;1;5;8424;310;1
19756670;9;8425;310;1;5;8425;310;1
19757431;1;8435;110;1;3;8435;110;1
19757813;-1;8435;10;4;3;8435;10;4
19757833;9;8424;310;1;3;8424;310;1
19758286;9;24329;310;1;3;24329;310;1
19760809;9;24327;310;1;5;24327;310;1
19764719;-1;8438;10;4;5;8438;10;4
19768045;9;8429;310;1;5;8429;310;1
19781037;1;8441;110;1;7; ; ; 
19785423;1;8457;110;1;5;8457;110;1
19794016;1;11678;110;1;3;11678;110;1
19805087;9;8424;310;1;5;8424;310;1
19821329;0;8442;10;5;5;8442;10;5
19822767;9;8411;310;1;3;8411;310;1
19824230;-1;8412;10;4;5;8412;10;4
19830494;9;8425;310;1;7; ; ; 
19830595;1;8442;110;1;3;8442;110;1
19843380;1;8444;110;1;5;8444;110;1
19843999;9;8424;310;1;6;8424;310;1
19849212;1;24329;110;1;5;24329;110;1
19851314;-1;8434;10;4;5;8434;10;4
19851609;1;8458;110;1;5;8458;110;1
19855202;9;24316;310;1;5;24316;310;1
19861667;0;8437;10;5;7;24305;10;5
19877972;0;8422;10;5;6;8422;10;5
19878223;0;11680;10;5;3;11680;10;5
19884120;9;24316;310;1;5;24316;310;1
19892632;9;8411;310;1;5;8411;310;1
19895451;-1;24334;10;4;5;24334;10;4
19920674;7;8457;110;7;5;8457;110;7
19939344;-1;11680;10;4;3;11680;10;4
19948883;-1;24307;10;4;5;24307;10;4
19957115;9;24329;310;1;5;24329;310;1
19977008;-1;8454;10;4;3;8454;10;4
19978391;-1;8433;10;4;5;8433;10;4
19981620;9;8424;310;1;5;8424;310;1
19983620;-1;24329;10;4;5;24329;10;4
19983761;9;8424;310;1;5;8424;310;1
19995259;9;8424;310;1;4; ; ; 
20013405;0;24313;10;5;3;24313;10;5
20023317;7;8457;110;7;7; ; ; 
20024722;-1;8422;10;4;5;8422;10;4
20024924;-1;8475;10;4;5;8475;10;4
20031662;9;8457;310;1;5;8457;310;1
20045827;9;8424;310;1;3;8424;310;1
20049809;7;8438;110;7;6;24329;110;7
20051739;0;8442;10;5;7; ; ; 
20057868;9;24300;310;1;5;24300;310;1
20067265;1;8433;110;1;7;24311;110;1
20083675;0;8455;10;5;5;8455;10;5
20086217;9;8411;310;1;5;8411;310;1
20089226;-1;8442;10;4;5;8442;10;4
20090476;1;24311;110;1;7; ; ; 
20092877;9;8454;310;1;5;8454;310;1
20093687;-1;24302;10;4;5;24302;10;4
20106134;1;8435;110;1;3;8435;110;1
20109193;9;24327;310;1;5;24327;310;1
20111505;9;24316;310;1;5;24316;310;1
20114719;1;8435;110;1;5;8435;110;1
20120275;0;8413;10;5;5;8413;10;5
20122298;-1;8437;10;4;3;8437;10;4
20139771;9;24316;310;1;5;24316;310;1
20142095;-1;11680;10;4;5;11680;10;4
20144274;1;8449;110;1;5;8449;110;1
20155261;1;24302;110;1;5;24302;110;1
20161233;9;8427;310;1;3;8427;310;1
20164124;-1;11687;10;4;4; ; ; 
20165902;-1;8437;10;4;5;8437;10;4
20182216;9;8427;310;1;5;8427;310;1
20183850;9;8411;310;1;5;8411;310;1
20192930;-1;8454;10;4;5;8454;10;4
20193074;9;24316;310;1;4; ; ; 
20194905;-1;8454;10;4;3;8454;10;4
20200684;1;8415;110;1;3;8415;110;1
20215275;0;24311;10;5;4; ; ; 
20224736;9;24319;310;1;5;24319;310;1
20230877;9;8411;310;1;4; ; ; 
20235001;1;8438;110;1;3;8438;110;1
20242291;9;8427;310;1;5;8427;310;1
20244236;9;8425;310;1;5;8425;310;1
20244304;0;8442;10;5;5;8442;10;5
20252794;1;8412;110;1;5;8412;110;1
20254204;0;8454;10;5;5;8454;10;5
20255735;-1;8475;10;4;5;8475;10;4
20258300;0;8455;10;5;5;8455;10;5
20269839;9;8454;310;1;5;8454;310;1
20272818;0;8439;10;5;5;8439;10;5
20283674;9;24316;310;1;5;24316;310;1
20288633;-1;24313;10;4;5;24313;10;4
20292117;9;8424;310;1;3;8424;310;1
20298429;9;8429;310;1;3;8429;310;1
20298566;9;24327;310;1;5;24327;310;1
20307600;0;8421;10;5;3;8421;10;5
20318667;0;24307;10;5;5;24307;10;5
20326345;1;8470;110;1;5;8470;110;1
20329127;0;8436;10;5;3;8436;10;5
20335687;9;24316;310;1;5;24316;310;1
20336409;9;8427;310;1;6;8427;310;1
20336454;9;8425;310;1;4; ; ; 
20352997;-1;24305;10;4;4; ; ; 
20357975;9;24327;310;1;3;24327;310;1
20362068;0;11678;10;5;3;11678;10;5
20363138;1;11678;110;1;5;11678;110;1
20363393;0;8436;10;5;5;8436;10;5
20363893;9;24300;310;1;3;24300;310;1
20381009;9;8474;310;1;5;8474;310;1
20383146;0;24305;10;5;3;24305;10;5
20385068;9;24316;310;1;5;24316;310;1
20395797;9;8425;310;1;5;8425;310;1
20397079;-1;24302;10;4;5;24302;10;4
20397593;9;24329;310;1;5;24329;310;1
20409779;1;24319;110;1;5;24319;110;1
20420930;9;8425;310;1;7; ; ; 
20449763;0;8436;10;5;4; ; ; 
20464760;1;8439;110;1;5;8439;110;1
20468049;-1;8454;10;4;5;8454;10;4
20480879;0;11678;10;5;4; ; ; 
20485998;-1;8449;10;4;5;8449;10;4
20488207;7;8454;110;7;5;8454;110;7
20490680;9;8429;310;1;5;8429;310;1
20499755;1;11680;110;1;5;11680;110;1
20507088;-1;24317;10;4;3;24317;10;4
20508232;-1;24313;10;4;5;24313;10;4
20521913;7;8438;110;7;7; ; ; 
20522216;9;8411;310;1;5;8411;310;1
20547255;9;24316;310;1;7;8424;310;1
20578725;0;24302;10;5;5;24302;10;5
20583763;-1;8421;10;4;5;8421;10;4
20595216;0;24302;10;5;3;24302;10;5
20602061;-1;24329;10;4;5;24329;10;4
20604140;-1;8417;10;4;5;8417;10;4
20606433;0;8455;10;5;3;8455;10;5
20610419;9;24316;310;1;5;24316;310;1
20617858;0;8455;10;5;3;8455;10;5
20617859;0;8455;10;5;3;8455;10;5
20618446;0;8435;10;5;7; ; ; 
20624008;1;8475;110;1;5;8475;110;1
20627525;9;24300;310;1;5;24300;310;1
20638470;0;8455;10;5;5;8455;10;5
20645499;0;8413;10;5;3;8413;10;5
20649521;-1;24313;10;4;5;24313;10;4
20670959;0;8444;10;5;5;8444;10;5
20685206;9;8411;310;1;3;8411;310;1
20708519;-1;8441;10;4;5;8441;10;4
20709492;-1;8457;10;4;5;8457;10;4
20729902;-1;8433;10;4;7;24311;10;4
20732081;9;8411;310;1;5;8411;310;1
20737482;-1;8442;10;4;3;8442;10;4
20741112;7;24313;110;7;7; ; ; 
20741460;-1;16895;10;4;5;16895;10;4
20742444;9;8425;310;1;7; ; ; 
20743243;9;8425;310;1;7; ; ; 
20748851;9;8454;310;1;3;8454;310;1
20770075;9;8411;310;1;5;8411;310;1
20800207;-1;24318;10;4;5;24318;10;4
20807152;0;24329;10;5;5;24329;10;5
20818827;9;8427;310;1;5;8427;310;1
20825921;-1;8442;10;4;4; ; ; 
20828317;-1;8438;10;4;4; ; ; 
20831340;9;24307;310;1;5;24307;310;1
20846045;7;8454;110;7;5;8454;110;7
20863372;1;8413;110;1;6;8413;110;1
20870073;0;8444;10;5;6;8444;10;5
20880348;1;24319;110;1;5;24319;110;1
20889648;0;8436;10;5;7;24338;10;5
20901857;7;11678;110;7;5;11678;110;7
20901875;9;8430;310;1;4; ; ; 
20907335;-1;8441;10;4;7; ; ; 
20918421;9;24316;310;1;5;24316;310;1
20923409;9;8424;310;1;5;8424;310;1
20930998;0;8454;10;5;4; ; ; 
20935061;-1;24302;10;4;5;24302;10;4
20935807;-1;24307;10;4;5;24307;10;4
20941505;-1;8441;10;4;5;8441;10;4
20952603;1;8434;110;1;6;8434;110;1
20957449;-1;24329;10;4;5;24329;10;4
20960877;-1;24318;10;4;5;24318;10;4
20961272;-1;24317;10;4;4; ; ; 
20963584;7;8448;110;7;5;8448;110;7
20976669;-1;24313;10;4;3;24313;10;4
20985982;-1;24311;10;4;6;24305;10;4
20990161;-1;8435;10;4;5;8435;10;4
21001868;-1;8442;10;4;5;8442;10;4
21008501;1;24319;110;1;5;24319;110;1
21015247;9;24319;310;1;3;24319;310;1
21024398;1;11678;110;1;6;11678;110;1
21026697;1;8475;110;1;3;8475;110;1
21027290;-1;8475;10;4;5;8475;10;4
21035331;9;24319;310;1;5;24319;310;1
21037529;9;8429;310;1;3;8429;310;1
21044605;9;8424;310;1;5;8424;310;1
21054028;7;8424;110;7;5;8424;110;7
21055012;-1;24311;10;4;5;24311;10;4
21055686;0;8475;10;5;5;8475;10;5
21061653;9;8424;310;1;5;8424;310;1
21064899;-1;8441;10;4;4; ; ; 
21071182;0;24329;10;5;5;24329;10;5
21076495;7;8442;110;7;3;8442;110;7
21079092;1;24327;110;1;5;24327;110;1
21079684;1;8455;110;1;7; ; ; 
21090186;-1;8435;10;4;7; ; ; 
21109489;7;8424;110;7;5;8424;110;7
21111811;-1;8442;10;4;5;8442;10;4
21117590;7;8457;110;7;5;8457;110;7
21119778;9;8425;310;1;7; ; ; 
21130575;1;24319;110;1;5;24319;110;1
21135931;0;8454;10;5;4; ; ; 
21136864;9;24316;310;1;5;24316;310;1
21137617;-1;11678;10;4;4; ; ; 
21145972;-1;8421;10;4;5;8421;10;4
21159572;-1;24307;10;4;5;24307;10;4
21170612;9;8429;310;1;6;8429;310;1
21179189;0;11678;10;5;3;11678;10;5
21184112;-1;24313;10;4;5;24313;10;4
21197508;9;8424;310;1;5;8424;310;1
21198141;-1;24329;10;4;5;24329;10;4
21210742;1;8455;110;1;5;8455;110;1
21211846;-1;24302;10;4;5;24302;10;4
21230114;-1;8436;10;4;5;8436;10;4
21240568;-1;8454;10;4;5;8454;10;4
21270612;9;8411;310;1;5;8411;310;1
21276625;9;24316;310;1;3;24316;310;1
21278892;-1;8442;10;4;3;8442;10;4
21288121;-1;8412;10;4;5;8412;10;4
21306439;-1;8458;10;4;3;8458;10;4
21307142;0;8455;10;5;5;8455;10;5
21310163;9;24316;310;1;5;24316;310;1
21311606;-1;24307;10;4;5;24307;10;4
21312525;-1;24338;10;4;3;24338;10;4
21317831;-1;24329;10;4;5;24329;10;4
21321392;1;24307;110;1;5;24307;110;1
21329607;-1;24311;10;4;5;24311;10;4
21342505;1;24319;110;1;5;24319;110;1
21355182;-1;24307;10;4;3;24307;10;4
21358798;1;8444;110;1;5;8444;110;1
21361344;9;8421;310;1;3;8421;310;1
21362376;1;8455;110;1;6;24327;110;1
21366622;-1;8422;10;4;5;8422;10;4
21366661;-1;24305;10;4;5;24305;10;4
21370294;7;8454;110;7;5;8454;110;7
21373427;0;24338;10;5;4; ; ; 
21377930;-1;24334;10;4;3;24334;10;4
21381784;9;8430;310;1;5;8430;310;1
21384527;-1;8458;10;4;5;8458;10;4
21384612;7;8457;110;7;4; ; ; 
21396988;9;8429;310;1;7;8424;310;1
21397175;-1;11678;10;4;5;11678;10;4
21399221;-1;24305;10;4;5;24305;10;4
21402377;-1;8438;10;4;4; ; ; 
21405643;7;8454;110;7;5;8454;110;7
21406234;-1;8412;10;4;5;8412;10;4
21421586;0;8412;10;5;5;8412;10;5
21426614;0;8455;10;5;4; ; ; 
21434995;-1;8412;10;4;5;8412;10;4
21444750;-1;24329;10;4;5;24329;10;4
21450508;1;24307;110;1;5;24307;110;1
21451501;-1;24307;10;4;5;24307;10;4
21451777;-1;24329;10;4;5;24329;10;4
21468518;9;8425;310;1;5;8425;310;1
21474270;9;24319;310;1;5;24319;310;1
21488561;9;24316;310;1;5;24316;310;1
21495106;9;8424;310;1;5;8424;310;1
21506327;-1;8441;10;4;5;8441;10;4
21516567;9;8429;310;1;5;8429;310;1
21545043;-1;8442;10;4;7; ; ; 
21546704;9;24316;310;1;4; ; ; 
21560866;1;24318;110;1;6;24318;110;1
21563345;9;8429;310;1;3;8429;310;1
21570179;-1;8458;10;4;4; ; ; 
