mrun;rbd_admitido_geo_con_error;orden_postulantes
21026697;8475;2783
21027290;8475;424
21035331;24319;3013
21037529;8429;3014
21044605;8424;1878
21054028;8424;1286
21055012;24311;2740
21055686;8475;1986
21061653;8424;992
21064899;8441;3033
21071182;24329;624
21076495;8442;2197
21079092;24327;1012
21079684;8455;40
21090186;8435;2117
21109489;8424;718
21111811;8442;919
21117590;8457;2543
21119778;8425;843
21130575;24319;313
21135931;8454;3316
21136864;24316;2954
21137617;11678;2146
21145972;8421;3275
21159572;24307;3194
21170612;8429;586
21179189;11678;809
21184112;24313;2883
21197508;8424;1186
21198141;24329;1306
21210742;8455;2856
21211846;24302;2772
21230114;8436;1352
21240568;8454;3321
21270612;8411;1779
21276625;24316;2284
21278892;8442;1079
21288121;8412;2899
21306439;8458;1898
21307142;8455;3377
21310163;24316;3113
21311606;24307;959
21312525;24338;2571
21317831;24329;1907
21321392;24307;1555
21329607;24311;907
21342505;24319;2690
21355182;24307;2363
21358798;8444;1722
21361344;8421;237
21362376;8455;25
21366622;8422;1834
21366661;24305;2301
21370294;8454;707
21373427;24338;1097
21377930;24334;3094
21381784;8430;155
21384527;8458;1641
21384612;8457;2017
21396988;8429;577
21397175;11678;656
21399221;24305;1560
21402377;8438;1163
21405643;8454;819
21406234;8412;101
21421586;8412;2908
21426614;8455;274
21434995;8412;36
21444750;24329;3141
21450508;24307;1455
21451501;24307;2198
21451777;24329;209
21468518;8425;2400
21474270;24319;3237
21488561;24316;3011
21495106;8424;3181
21506327;8441;1529
21516567;8429;3409
21545043;8442;1992
21546704;24316;2279
21560866;24318;3168
21563345;8429;2073
21570179;8458;1086
21579350;8441;129
21580631;8442;2591
21601897;24311;1003
21604454;8439;14
21608093;24300;1267
21615551;24316;952
21616403;24318;127
21618317;24300;935
21620123;8427;147
21629377;8433;1953
21638092;8475;3108
21650122;24329;1911
21650782;8457;1083
21673768;8425;2904
21676973;8412;2936
21681468;8454;234
21693400;24329;3353
21701579;11678;1738
21727334;24338;976
21730651;8435;1627
21733529;8436;1492
21738609;8475;2777
21746621;8475;53
21751466;8421;1776
21753250;8411;2789
21754845;8457;3220
21757366;8434;2554
21762841;8455;1217
21771899;8441;768
21795846;8457;2942
21810524;8438;3385
21814353;24307;2095
21816432;11680;1146
21826068;8475;222
21838972;24316;3159
21839540;8457;485
21849458;24316;2947
21866159;8415;1752
21868298;8434;3096
21888073;8411;1176
21902226;8474;2644
21909099;8438;1821
21909103;8454;701
21922899;8437;2877
21929698;24300;503
21941363;8436;934
21988950;11680;2668
22013095;8425;999
22014807;8427;1920
22017637;8424;248
22022807;8425;1428
22024808;8433;838
22057694;24327;3053
22065655;24305;612
22083827;24338;1964
22102090;8479;990
22103550;24318;1322
22113060;8429;1685
22116799;8475;2121
22122201;24329;2201
22125500;8429;1209
22126411;24313;1017
22144745;24319;2203
22160270;8429;2744
22162019;8434;2693
22163282;24319;396
22180832;8424;1881
22187925;8442;2060
22190278;8439;2175
22193344;8424;3199
22213762;8458;565
22214139;8435;1791
22231506;8439;2617
22239149;8438;1051
22243844;24313;1093
22258442;8458;86
22258536;8442;2189
22267800;8442;169
22277479;8424;2673
22277674;8455;905
22289952;8483;787
22299080;8442;3017
22299333;8483;399
22316254;8415;3132
22317715;24327;2433
22326243;8421;1902
22327839;11678;1151
22329791;8454;2998
22336456;24313;15
22339715;8422;613
22340226;8448;1496
22355460;8448;563
22358169;24329;3348
22365639;8442;1318
22373774;8411;1602
22375474;8424;2581
22378500;8425;1793
22379246;8433;1309
22385267;8425;1588
22389611;8430;3411
22392071;8455;473
22397476;24313;358
22398004;24311;2655
22402442;8435;2983
22411799;8444;1263
22445485;8433;2578
22454638;24334;1751
22458655;24319;2992
22467170;16895;460
22476378;24327;2443
22478770;8411;2154
22493836;8479;1719
22497446;24302;3340
22508321;24313;1829
22512451;8458;1536
22512737;8425;1932
22514171;24334;2873
22532213;8411;479
22537510;8454;1329
22543481;24327;92
22545852;8429;226
22564136;8438;2218
22569094;8442;2287
22581905;8436;295
22592748;24319;2742
22593353;8482;365
22609872;8454;3423
22610987;8412;605
22611768;8412;687
22615576;24313;900
22617889;24329;2792
22625740;8457;1551
22632747;11678;1887
22646492;24329;3036
22647282;24302;286
22648296;8441;2475
22655197;24307;2286
22659689;8411;776
22666506;8424;2960
22668043;24327;1410
22671724;8422;1853
22687128;8474;2680
22688102;8441;126
22690165;24313;1386
22692062;16895;1832
22703694;24300;2151
22704602;8421;1062
22717407;24313;1185
22721856;24338;2490
22740741;11680;643
22747658;8411;1633
22755760;8435;1505
22755855;24316;1868
22761564;8444;3332
22764007;8433;2449
22765529;8455;2525
22766384;24313;1159
22778742;8439;1659
22787565;24300;1072
22800406;8442;2917
22801874;8412;1977
22805095;24334;3225
22812833;8427;3387
22813723;8438;747
22815938;8421;739
22821612;8454;2229
22828400;8458;398
22832905;11678;453
22859606;8421;2070
22861215;24307;2677
22864488;8427;1691
22867019;8427;1271
22869416;8458;1610
22874703;8454;1311
22884281;24319;792
22886501;8425;44
22888854;8427;1981
22893142;24329;693
22893500;24329;1011
22896312;8438;2476
22901530;8412;377
22929502;8424;3345
22941095;8424;71
22941802;8427;3278
22942342;8412;1748
22963192;8458;182
22965202;8425;2351
22970576;24300;2059
22993632;8427;3187
22995537;8475;480
22999769;8442;2741
23007431;24305;731
23011922;8475;1638
23017511;8442;281
23030988;24317;250
23033158;24305;840
23041264;8429;1661
23062748;8424;1820
23071950;8429;2367
23077216;8438;3300
23085790;8439;1909
23095607;11678;1955
23098650;8442;3285
23101311;8425;633
23102020;8411;1786
23130527;8429;3240
23135672;8425;439
23141809;24313;2597
23153024;8424;1446
23163392;8439;1761
23178409;8411;3286
23192434;11687;896
23194440;24313;2814
23218606;8458;1895
23222724;8412;1293
23223594;24316;1637
23232793;24302;3379
23235067;24318;2308
23240459;8421;3131
23244618;8434;179
23260852;24305;1747
23264442;8442;2015
23265292;24305;3226
23284422;24307;1245
23290890;24329;3010
23291720;8413;932
23295738;24317;416
23296548;24318;2861
23298063;8442;1532
23301175;8425;1497
23305997;8425;2430
23313348;8435;1919
23314468;8454;749
23322555;8411;2099
23345243;8425;815
23350773;8433;2892
23354144;8454;2931
23365036;8439;1973
23368364;8439;1765
23376496;8457;2696
23378674;8412;2306
23380492;24338;3241
23381516;24302;1424
23383823;8458;2790
23385679;8438;2144
23388789;24307;1654
23395746;8433;421
23401751;8433;1891
23410860;8438;1300
23413283;8429;3186
23429162;24300;3265
23437148;8479;3389
23439686;8457;499
23442047;8424;1128
23445433;8442;1773
23455939;8429;1663
23461751;8425;2202
23462050;8413;2588
23464527;8444;2388
23468211;8435;2786
23477040;24313;2236
23495767;8457;3052
23498026;8439;3040
23499052;8474;883
23503343;24316;2350
23507272;24329;984
23508368;24307;160
23522022;8429;1670
23534545;8435;3200
23536196;8437;2419
23544460;8454;1372
23554464;8438;679
23568353;8433;991
23568813;8438;2458
23579254;24329;1574
23585973;8442;49
23592357;8439;2752
23613830;8429;2855
23626650;24300;3231
23637365;8427;1695
23649336;8455;837
23651595;8457;3276
23654290;8439;558
23659816;11687;200
23660117;24307;2787
23680178;24313;3145
23693256;8430;1843
23694215;24305;3193
23700082;8421;3191
23701720;8475;1188
23704384;24316;858
23711519;8457;3371
23716203;11678;2980
23718425;8424;1287
23727769;8429;866
23730724;8412;1053
23732364;8442;446
23735060;8439;820
23736638;24327;2630
23740264;8421;1291
23748286;16895;1939
23752066;24313;3152
23756650;8483;3223
23761668;24327;2368
23770368;8424;1635
23777454;11687;1297
23798475;8475;2191
23807251;8454;1425
23811880;8455;1825
23818553;8444;2982
23823509;8454;2891
23828498;8429;141
23833107;8424;1523
23833174;24327;1126
23863105;8454;1347
23895895;24300;1594
23907834;8483;794
23914897;8429;1668
23918219;8424;139
23919460;8433;1070
23924704;8436;3245
23927933;16895;1777
23938996;8455;1925
23941800;8439;1363
23948783;24305;534
23956774;8423;2389
23962622;8425;2092
23965864;24319;3092
23971757;8442;1979
23978088;8413;667
23983138;8458;508
23985045;24329;493
23994930;8429;2061
23997283;24300;3415
23999489;8429;2462
24013496;8419;526
24038296;8425;77
24072696;8435;3291
24074831;8433;1896
24079150;8427;853
24105178;8433;2716
24130610;8429;2045
24130661;8457;1046
24146354;24329;22
24162307;24316;754
24170540;24318;2941
24172589;8422;1652
24178832;8436;2035
24184092;8474;710
24189160;8412;3105
24233908;24319;2945
24233919;24334;804
24243661;11687;2325
24254367;24300;2906
24254795;8425;2619
24256956;8474;3329
24261188;11687;2747
24269584;8425;1632
24278186;24338;1006
24292720;8457;328
24325381;24329;2579
24330427;8455;329
24335335;8434;914
24344549;24317;933
24344598;8433;5
24348206;8483;2133
24351475;24313;609
24365450;8441;778
24367073;8454;2868
24368744;24311;2734
24370388;8424;2826
24374096;24327;3090
24380929;8454;2473
24399205;8424;2839
24400246;24307;644
24406322;8454;1317
24419627;8454;1963
24431159;8436;1620
24441500;24316;2446
24442362;8441;3112
24457108;8412;555
24470378;8455;1443
24478838;8434;851
24491704;8427;275
24494037;24313;2493
24496488;8430;2141
24504830;24302;1319
24519350;8483;623
24536890;8412;1628
24540169;24307;3179
24541339;8436;1274
24547909;24307;1370
24563155;8454;54
24567020;8474;1554
24570292;24302;3023
24584057;8455;249
24584640;8454;2694
24585417;8435;43
24585692;8444;462
24617018;11680;1486
24617360;24300;839
24624187;8438;717
24625746;24307;551
24639051;24300;1440
24643952;24329;2086
24649031;24319;751
24661578;8457;1346
24685989;11680;598
24693235;8444;1485
24698498;8483;2776
24708173;8439;2914
24716622;8433;2847
24736196;8429;2996
24745382;8439;2818
24751536;8455;2413
24758541;8458;2036
24758711;8421;1546
24762220;8425;849
24770043;8458;926
24787137;8425;255
24813500;24311;3325
24819396;8457;3318
24824570;8429;619
24826318;8425;1383
24836589;8422;3080
24836890;8424;174
24855214;8415;46
24860278;24318;2426
24866456;8457;168
24872316;8434;29
24883599;16895;457
24885808;24317;81
24893571;24316;1373
24908565;8415;354
24914132;8442;2139
24915210;8454;2129
24922248;8441;1430
24926538;8424;1361
24935035;24329;2793
24937833;8439;2932
24959937;8413;2124
24964159;8433;1158
24973062;24300;801
24981802;24313;2334
24986341;11678;2810
24989838;8436;2843
24998142;24305;2646
24999865;8474;2967
25133735;8429;3418
25138753;8424;3419
25181324;8424;380
25463242;8424;3428
25463268;8427;3422
25463642;8411;3436
25467414;24316;3432
25471045;8429;3426
25471111;8429;3430
25475751;8430;3434
25477099;24319;3410
25477567;8425;3435
25479400;24316;3424
25479429;8430;3433
25490620;8458;3425
25493349;8412;3427
25497600;8439;3420
25501628;8436;3431
